시군구,번지,본번,부번,단지명,전월세구분,전용면적(㎡),계약년월,계약일,보증금(만원),월세(만원),층,건축년도,도로명
강원도 강릉시 교동,140-16,140,16,강릉역 블루핀,월세,22,202012,7,500,45,8,2020,강릉대로 285
강원도 강릉시 교동,140-16,140,16,강릉역 블루핀,월세,22,202012,10,"1,000",40,13,2020,강릉대로 285
강원도 강릉시 교동,140-16,140,16,강릉역 블루핀,월세,22,202012,12,"2,000",35,4,2020,강릉대로 285
강원도 강릉시 교동,140-16,140,16,강릉역 블루핀,월세,22,202012,12,"3,000",33,6,2020,강릉대로 285
강원도 강릉시 교동,140-16,140,16,강릉역 블루핀,월세,22,202012,18,500,40,7,2020,강릉대로 285
강원도 강릉시 교동,140-16,140,16,강릉역 블루핀,월세,22,202012,21,500,45,10,2020,강릉대로 285
강원도 강릉시 교동,140-16,140,16,강릉역 블루핀,월세,22,202012,27,300,50,14,2020,강릉대로 285
강원도 강릉시 유천동,776-4,776,4,유천올림피아오피스텔,월세,21.66,202012,21,300,45,4,2016,사임당로 180
강원도 강릉시 홍제동,1018-2,1018,2,골드팰리스,전세,18.66,202012,15,"7,200",0,3,2016,선수촌로 79-29
강원도 강릉시 홍제동,1035-1,1035,1,푸르벨라 1차,전세,23.39,202012,17,"7,800",0,4,2016, 
강원도 강릉시 홍제동,1035-1,1035,1,푸르벨라 1차,전세,23.39,202012,29,"8,000",0,6,2016, 
강원도 강릉시 홍제동,1019-3,1019,3,푸르벨라 2차,전세,21.42,202012,7,"7,500",0,4,null,선수촌로63번길 18-15
강원도 원주시 단계동,853-1,853,1,이룸레지던스,전세,29.25,202012,8,"5,000",0,10,2007,북원로 2235-12
강원도 원주시 단계동,853-1,853,1,이룸레지던스,전세,23.63,202012,22,"4,800",0,9,2007,북원로 2235-12
강원도 원주시 단구동,1610-6,1610,6,정우월드피아,월세,50.08,202012,7,500,40,3,2015, 
강원도 원주시 단구동,1610-8,1610,8,정우월드피아[102동],월세,31.72,202012,29,500,33,10,2015, 
강원도 원주시 무실동,1736-3,1736,3,원주무실코아루허브288,전세,27.36,202012,7,"9,000",0,2,2018,시청로 89-16
강원도 원주시 무실동,1736-3,1736,3,원주무실코아루허브288,전세,25.25,202012,12,"8,000",0,6,2018,시청로 89-16
강원도 원주시 무실동,1736-3,1736,3,원주무실코아루허브288,전세,25.25,202012,16,"7,350",0,6,2018,시청로 89-16
강원도 원주시 무실동,1736-3,1736,3,원주무실코아루허브288,월세,25.25,202012,16,300,41,5,2018,시청로 89-16
강원도 원주시 무실동,1736-3,1736,3,원주무실코아루허브288,월세,25.25,202012,19,500,40,2,2018,시청로 89-16
강원도 원주시 무실동,1736-3,1736,3,원주무실코아루허브288,전세,25.25,202012,24,"9,500",0,7,2018,시청로 89-16
강원도 원주시 반곡동,Jun-03,1903,6,(1903-6),전세,33.6,202012,31,"9,500",0,12,2017, 
강원도 원주시 반곡동,Jan-05,1905,1,이노팰리스,전세,26.06,202012,2,"10,000",0,6,2016,미래로 39
강원도 원주시 반곡동,Jan-05,1905,1,이노팰리스,월세,26.06,202012,5,500,40,15,2016,미래로 39
강원도 원주시 반곡동,Jan-05,1905,1,이노팰리스,전세,26.06,202012,24,"8,000",0,8,2016,미래로 39
강원도 원주시 반곡동,1897-4,1897,4,코아루시티,월세,22.37,202012,5,200,35,14,2016,양지로 58
강원도 원주시 반곡동,1897-4,1897,4,코아루시티,월세,22.48,202012,5,300,33,4,2016,양지로 58
강원도 원주시 반곡동,1897-4,1897,4,코아루시티,월세,22.37,202012,5,200,40,7,2016,양지로 58
강원도 원주시 반곡동,1882-1,1882,1,팰렉스골드,월세,27.21,202012,13,400,44,6,2017,배울로 86
강원도 원주시 우산동,Jan-86,86,1,원주퍼스티지더올림,월세,19.91,202012,7,500,40,19,2020,상지대길 9
강원도 원주시 우산동,Jan-86,86,1,원주퍼스티지더올림,월세,19.91,202012,12,500,40,4,2020,상지대길 9
강원도 원주시 우산동,Jan-86,86,1,원주퍼스티지더올림,월세,20.16,202012,13,500,40,4,2020,상지대길 9
강원도 원주시 우산동,Jan-86,86,1,원주퍼스티지더올림,월세,19.91,202012,13,500,40,14,2020,상지대길 9
강원도 원주시 우산동,Jan-86,86,1,원주퍼스티지더올림,월세,20.16,202012,25,500,40,15,2020,상지대길 9
강원도 춘천시 근화동,267-9,267,9,엘타워 2차 오피스텔,월세,18.75,202012,30,300,36,19,2019,공지로 453
강원도 춘천시 근화동,267-1,267,1,춘천 L-타워,전세,32.66,202012,1,"9,000",0,6,2018,공지로 455
강원도 춘천시 근화동,267-1,267,1,춘천 L-타워,월세,38.47,202012,1,500,56,14,2018,공지로 455
강원도 춘천시 근화동,267-1,267,1,춘천 L-타워,월세,38.47,202012,5,"3,000",50,16,2018,공지로 455
강원도 춘천시 근화동,267-1,267,1,춘천 L-타워,월세,20.19,202012,19,"5,000",5,14,2018,공지로 455
강원도 춘천시 근화동,267-1,267,1,춘천 L-타워,전세,37.56,202012,30,"13,000",0,5,2018,공지로 455
강원도 춘천시 온의동,515-3,515,3,트리플타워,월세,39.01,202012,7,500,40,7,2015, 
강원도 춘천시 퇴계동,369-9,369,9,남춘천역 코아루웰라움타워,전세,26.21,202012,4,"9,000",0,5,2020,남춘로 17
강원도 춘천시 퇴계동,369-9,369,9,남춘천역 코아루웰라움타워,월세,49.91,202012,14,"5,000",50,19,2020,남춘로 17
강원도 춘천시 퇴계동,369-9,369,9,남춘천역 코아루웰라움타워,전세,26.21,202012,24,"10,000",0,3,2020,남춘로 17
강원도 춘천시 퇴계동,369-9,369,9,남춘천역 코아루웰라움타워,전세,21.38,202012,29,"7,000",0,9,2020,남춘로 17
경기도 고양덕양구 동산동,368-2,368,2,e편한세상 시티 삼송2차,전세,75.94,202012,12,"48,000",0,11,2019,덕수천2로 150
경기도 고양덕양구 동산동,368-2,368,2,e편한세상 시티 삼송2차,월세,82.76,202012,19,"20,000",80,13,2019,덕수천2로 150
경기도 고양덕양구 동산동,368,368,0,e편한세상 시티 삼송3차,전세,75.93,202012,2,"50,000",0,21,2019,동송로 23-28
경기도 고양덕양구 동산동,369,369,0,이편한세상시티삼송,전세,73.51,202012,3,"44,000",0,16,2018,동송로 33
경기도 고양덕양구 동산동,369,369,0,이편한세상시티삼송,전세,77.51,202012,9,"50,000",0,10,2018,동송로 33
경기도 고양덕양구 삼송동,289,289,0,현대썬앤빌,전세,24.65,202012,1,"12,600",0,21,2018,삼송로 210
경기도 고양덕양구 삼송동,289,289,0,현대썬앤빌,전세,48.11,202012,4,"20,475",0,22,2018,삼송로 210
경기도 고양덕양구 삼송동,289,289,0,현대썬앤빌,월세,48.11,202012,4,"2,000",90,17,2018,삼송로 210
경기도 고양덕양구 삼송동,289,289,0,현대썬앤빌,전세,47.89,202012,5,"18,900",0,13,2018,삼송로 210
경기도 고양덕양구 삼송동,289,289,0,현대썬앤빌,전세,24.65,202012,5,"11,025",0,10,2018,삼송로 210
경기도 고양덕양구 삼송동,289,289,0,현대썬앤빌,월세,24.65,202012,5,"1,000",55,28,2018,삼송로 210
경기도 고양덕양구 삼송동,289,289,0,현대썬앤빌,전세,48.11,202012,7,"19,950",0,26,2018,삼송로 210
경기도 고양덕양구 삼송동,289,289,0,현대썬앤빌,전세,47.89,202012,9,"20,470",0,25,2018,삼송로 210
경기도 고양덕양구 삼송동,289,289,0,현대썬앤빌,전세,48.11,202012,12,"21,000",0,21,2018,삼송로 210
경기도 고양덕양구 삼송동,289,289,0,현대썬앤빌,전세,48.11,202012,12,"19,950",0,10,2018,삼송로 210
경기도 고양덕양구 삼송동,289,289,0,현대썬앤빌,전세,48.11,202012,15,"19,950",0,9,2018,삼송로 210
경기도 고양덕양구 삼송동,289,289,0,현대썬앤빌,월세,24.65,202012,19,"13,000",1,10,2018,삼송로 210
경기도 고양덕양구 삼송동,289,289,0,현대썬앤빌,월세,48.11,202012,23,"7,000",50,12,2018,삼송로 210
경기도 고양덕양구 삼송동,289,289,0,현대썬앤빌,전세,48.11,202012,31,"20,500",0,22,2018,삼송로 210
경기도 고양덕양구 삼송동,291,291,0,힐스테이트 삼송역,전세,84.55,202012,5,"56,000",0,21,2019,동송로 70
경기도 고양덕양구 원흥동,627,627,0,3호선 원흥역 봄오피스텔,전세,23.76,202012,4,"14,175",0,5,2018,권율대로 672
경기도 고양덕양구 원흥동,627,627,0,3호선 원흥역 봄오피스텔,전세,39.84,202012,24,"24,000",0,20,2018,권율대로 672
경기도 고양덕양구 원흥동,628,628,0,티오피클래식,전세,28.94,202012,4,"16,800",0,21,2018,권율대로 668
경기도 고양덕양구 주교동,611-1,611,1,고양 원당 줌시티,전세,38.14,202012,5,"21,000",0,5,2020,마상로126번길 91
경기도 고양덕양구 주교동,611-1,611,1,고양 원당 줌시티,전세,38.14,202012,19,"14,000",0,6,2020,마상로126번길 91
경기도 고양덕양구 주교동,611-1,611,1,고양 원당 줌시티,전세,38.14,202012,25,"20,000",0,5,2020,마상로126번길 91
경기도 고양덕양구 주교동,610-6,610,6,스카이 팰리스,전세,68.89,202012,22,"24,000",0,10,2017, 
경기도 고양덕양구 주교동,609-2,609,2,우분투포레스트,전세,38.72,202012,11,"15,000",0,2,2019,호국로777번길 11
경기도 고양덕양구 행신동,766-1,766,1,라온팰리스빌딩,월세,77.68,202012,14,"9,927",40,9,2019,소원로 111
경기도 고양덕양구 행신동,766-1,766,1,라온팰리스빌딩,월세,80.04,202012,24,"15,050",29,6,2019,소원로 111
경기도 고양덕양구 행신동,758-1,758,1,송악모노빌,전세,18,202012,12,"5,800",0,2,2002,용현로 21
경기도 고양덕양구 화정동,1148-6,1148,6,아이씨티일산,전세,31.52,202012,3,"21,000",0,10,2020,중앙로 612
경기도 고양덕양구 화정동,1148-6,1148,6,아이씨티일산,전세,31.52,202012,6,"22,000",0,6,2020,중앙로 612
경기도 고양덕양구 화정동,1148-6,1148,6,아이씨티일산,전세,31.52,202012,9,"22,000",0,5,2020,중앙로 612
경기도 고양덕양구 화정동,1148-6,1148,6,아이씨티일산,전세,31.52,202012,12,"21,000",0,10,2020,중앙로 612
경기도 고양덕양구 화정동,965,965,0,오벨리스크,월세,30.59,202012,11,"1,000",45,5,2003,화정로 65
경기도 고양덕양구 화정동,965,965,0,오벨리스크,월세,30.59,202012,30,500,55,15,2003,화정로 65
경기도 고양덕양구 화정동,984-7,984,7,우경싸이트빌,전세,34.34,202012,3,"13,000",0,14,2002,화신로272번길 11
경기도 고양덕양구 화정동,1148,1148,0,자인채오피스텔,월세,18.54,202012,5,500,48,12,2019,성신로 4
경기도 고양덕양구 화정동,1148,1148,0,자인채오피스텔,월세,18.54,202012,7,500,50,8,2019,성신로 4
경기도 고양덕양구 화정동,1148,1148,0,자인채오피스텔,전세,20.19,202012,8,"12,000",0,8,2019,성신로 4
경기도 고양덕양구 화정동,1000-1,1000,1,화정건영캐스빌플러스,월세,34.43,202012,9,500,44,6,2004,화신로 259
경기도 고양덕양구 화정동,1000-1,1000,1,화정건영캐스빌플러스,월세,43.68,202012,16,"1,000",55,12,2004,화신로 259
경기도 고양덕양구 화정동,1000-1,1000,1,화정건영캐스빌플러스,월세,41.16,202012,16,500,54,10,2004,화신로 259
경기도 고양덕양구 화정동,1000-1,1000,1,화정건영캐스빌플러스,월세,34.43,202012,18,500,36,13,2004,화신로 259
경기도 고양덕양구 화정동,986-8,986,8,화정대우마이빌,월세,31.92,202012,2,500,50,10,2003,백양로 59
경기도 고양덕양구 화정동,986-8,986,8,화정대우마이빌,전세,30.72,202012,9,"10,000",0,5,2003,백양로 59
경기도 고양덕양구 화정동,986-8,986,8,화정대우마이빌,전세,42.88,202012,31,"14,000",0,8,2003,백양로 59
경기도 고양일산동구 백석동,1239-2,1239,2,대방 샤인밸리,월세,37.57,202012,7,"2,000",50,2,2004,일산로 74-17
경기도 고양일산동구 백석동,1239-2,1239,2,대방 샤인밸리,전세,37.57,202012,9,"13,000",0,6,2004,일산로 74-17
경기도 고양일산동구 백석동,1239-2,1239,2,대방 샤인밸리,월세,34.45,202012,15,500,50,4,2004,일산로 74-17
경기도 고양일산동구 백석동,1239-2,1239,2,대방 샤인밸리,전세,37.57,202012,16,"13,000",0,10,2004,일산로 74-17
경기도 고양일산동구 백석동,1239-2,1239,2,대방 샤인밸리,월세,37.57,202012,21,500,58,7,2004,일산로 74-17
경기도 고양일산동구 백석동,1239-2,1239,2,대방 샤인밸리,전세,37.57,202012,30,"13,000",0,2,2004,일산로 74-17
경기도 고양일산동구 백석동,1325,1325,0,디아뜨 크리스탈,월세,34.18,202012,9,500,50,6,2004,일산로 16
경기도 고양일산동구 백석동,1325,1325,0,디아뜨 크리스탈,월세,30.09,202012,19,500,43,15,2004,일산로 16
경기도 고양일산동구 백석동,1325,1325,0,디아뜨 크리스탈,월세,34.18,202012,29,"1,500",40,10,2004,일산로 16
경기도 고양일산동구 백석동,1332-1,1332,1,레이크하임,전세,36.66,202012,4,"12,000",0,4,2004,중앙로 1055
경기도 고양일산동구 백석동,1332-1,1332,1,레이크하임,월세,31.13,202012,7,"2,000",35,9,2004,중앙로 1055
경기도 고양일산동구 백석동,1332-1,1332,1,레이크하임,전세,33.98,202012,12,"12,300",0,3,2004,중앙로 1055
경기도 고양일산동구 백석동,1332-1,1332,1,레이크하임,월세,31.13,202012,22,"2,500",30,9,2004,중앙로 1055
경기도 고양일산동구 백석동,1332-1,1332,1,레이크하임,월세,31.13,202012,29,500,45,4,2004,중앙로 1055
경기도 고양일산동구 백석동,1288,1288,0,백석동 대우IAAN,전세,94.54,202012,17,"26,200",0,10,2005,강석로 33
경기도 고양일산동구 백석동,1302,1302,0,백석역 동문굿모닝힐,전세,45.87,202012,7,"12,000",0,4,2003,장백로 20
경기도 고양일산동구 백석동,1302,1302,0,백석역 동문굿모닝힐,전세,45.87,202012,9,"13,000",0,6,2003,장백로 20
경기도 고양일산동구 백석동,1302,1302,0,백석역 동문굿모닝힐,전세,42.74,202012,15,"11,500",0,9,2003,장백로 20
경기도 고양일산동구 백석동,1301,1301,0,백석역 동문굿모닝힐1 101동,전세,45.87,202012,3,"12,000",0,9,2003,장백로 10
경기도 고양일산동구 백석동,1301,1301,0,백석역 동문굿모닝힐1 101동,월세,45.87,202012,5,"2,000",40,4,2003,장백로 10
경기도 고양일산동구 백석동,1301,1301,0,백석역 동문굿모닝힐1 101동,월세,45.87,202012,21,500,50,3,2003,장백로 10
경기도 고양일산동구 백석동,1305,1305,0,백석역 동문굿모닝힐1 103동,전세,45.87,202012,4,"13,000",0,8,2003,장백로 26
경기도 고양일산동구 백석동,1305,1305,0,백석역 동문굿모닝힐1 103동,전세,36.72,202012,17,"11,000",0,4,2003,장백로 26
경기도 고양일산동구 백석동,1305,1305,0,백석역 동문굿모닝힐1 103동,전세,45.87,202012,19,"12,000",0,7,2003,장백로 26
경기도 고양일산동구 백석동,1305,1305,0,백석역 동문굿모닝힐1 103동,전세,45.87,202012,28,"12,500",0,10,2003,장백로 26
경기도 고양일산동구 백석동,1305,1305,0,백석역 동문굿모닝힐1 103동,전세,45.87,202012,31,"12,000",0,10,2003,장백로 26
경기도 고양일산동구 백석동,1319,1319,0,백석역동문굿모닝힐II(1319-0),전세,26.99,202012,21,"12,000",0,2,2004,경의로 25-37
경기도 고양일산동구 백석동,1319,1319,0,백석역동문굿모닝힐II(1319-0),전세,35.18,202012,24,"14,000",0,2,2004,경의로 25-37
경기도 고양일산동구 백석동,1319,1319,0,백석역동문굿모닝힐II(1319-0),월세,28.55,202012,24,"10,000",5,3,2004,경의로 25-37
경기도 고양일산동구 백석동,1320,1320,0,백석역동문굿모닝힐II(1320-0),월세,28.55,202012,1,500,47,3,2004,호수로 340-25
경기도 고양일산동구 백석동,1320,1320,0,백석역동문굿모닝힐II(1320-0),월세,29.33,202012,8,500,45,2,2004,호수로 340-25
경기도 고양일산동구 백석동,1320,1320,0,백석역동문굿모닝힐II(1320-0),월세,28.55,202012,19,500,50,9,2004,호수로 340-25
경기도 고양일산동구 백석동,1320,1320,0,백석역동문굿모닝힐II(1320-0),월세,26.99,202012,29,500,47,6,2004,호수로 340-25
경기도 고양일산동구 백석동,1321,1321,0,백석역동문굿모닝힐II(1321-0),월세,29.33,202012,2,500,47,9,2004,호수로 358-26
경기도 고양일산동구 백석동,1321,1321,0,백석역동문굿모닝힐II(1321-0),전세,29.33,202012,2,"12,000",0,9,2004,호수로 358-26
경기도 고양일산동구 백석동,1321,1321,0,백석역동문굿모닝힐II(1321-0),월세,29.33,202012,10,500,43,6,2004,호수로 358-26
경기도 고양일산동구 백석동,1321,1321,0,백석역동문굿모닝힐II(1321-0),월세,28.55,202012,14,500,48,3,2004,호수로 358-26
경기도 고양일산동구 백석동,1321,1321,0,백석역동문굿모닝힐II(1321-0),월세,29.33,202012,29,"7,000",30,4,2004,호수로 358-26
경기도 고양일산동구 백석동,1322,1322,0,백석역동문굿모닝힐II(1322-0),전세,26.99,202012,10,"11,000",0,3,2004,경의로 25-53
경기도 고양일산동구 백석동,1322,1322,0,백석역동문굿모닝힐II(1322-0),전세,29.33,202012,16,"11,500",0,7,2004,경의로 25-53
경기도 고양일산동구 백석동,1322,1322,0,백석역동문굿모닝힐II(1322-0),월세,29.33,202012,30,"1,000",45,4,2004,경의로 25-53
경기도 고양일산동구 백석동,1241-2,1241,2,백석위브센티움,전세,34.28,202012,17,"10,000",0,2,2003,일산로 78
경기도 고양일산동구 백석동,1330,1330,0,브라운스톤일산,전세,48.11,202012,18,"17,500",0,5,2005,호수로 336
경기도 고양일산동구 백석동,1330,1330,0,브라운스톤일산,월세,48.11,202012,18,"12,000",17,2,2005,호수로 336
경기도 고양일산동구 백석동,1331,1331,0,영림브레아오피스텔,월세,34.58,202012,2,500,50,8,2004,중앙로 1047
경기도 고양일산동구 백석동,1331,1331,0,영림브레아오피스텔,월세,28.12,202012,2,"2,000",33,5,2004,중앙로 1047
경기도 고양일산동구 백석동,1331,1331,0,영림브레아오피스텔,월세,28.12,202012,7,"5,000",25,5,2004,중앙로 1047
경기도 고양일산동구 백석동,1331,1331,0,영림브레아오피스텔,전세,33.44,202012,31,"12,000",0,8,2004,중앙로 1047
경기도 고양일산동구 백석동,1238,1238,0,윈스턴파크Ⅰ,전세,119.86,202012,22,"32,000",0,2,2005,강송로 49
경기도 고양일산동구 백석동,1239,1239,0,윈스턴파크Ⅱ,전세,120.57,202012,18,"14,700",0,2,2006,강송로 41
경기도 고양일산동구 백석동,1237,1237,0,일산 요진 와이시티,월세,24.48,202012,2,"3,000",48,14,null, 
경기도 고양일산동구 백석동,1313,1313,0,일산백석더루벤스카운티,월세,37.3,202012,3,"2,000",52,4,2012,장백로 19
경기도 고양일산동구 백석동,1313,1313,0,일산백석더루벤스카운티,전세,35.34,202012,16,"16,000",0,2,2012,장백로 19
경기도 고양일산동구 백석동,1299,1299,0,현대밀라트(1299-0),월세,105.05,202012,15,"10,000",50,10,2003,경의로 47
경기도 고양일산동구 백석동,1317,1317,0,현대밀라트(1317-0),전세,69.92,202012,17,"24,000",0,6,2003,경의로 19
경기도 고양일산동구 백석동,1300,1300,0,현대밀라트2차(1300-0),전세,24.48,202012,3,"9,000",0,4,2003,중앙로 1005
경기도 고양일산동구 백석동,1300,1300,0,현대밀라트2차(1300-0),전세,24.48,202012,3,"9,000",0,4,2003,중앙로 1005
경기도 고양일산동구 백석동,1300,1300,0,현대밀라트2차(1300-0),월세,35.14,202012,7,"1,000",52,10,2003,중앙로 1005
경기도 고양일산동구 백석동,1303,1303,0,현대밀라트2차(1303-0),월세,36.28,202012,2,"1,000",54,6,2003,중앙로 1011
경기도 고양일산동구 백석동,1303,1303,0,현대밀라트2차(1303-0),월세,24.48,202012,10,500,48,9,2003,중앙로 1011
경기도 고양일산동구 백석동,1303,1303,0,현대밀라트2차(1303-0),전세,24.48,202012,11,"9,000",0,4,2003,중앙로 1011
경기도 고양일산동구 백석동,1309-1,1309,1,효성레제스오피스텔,전세,45.27,202012,4,"14,000",0,10,2004,일산로 30
경기도 고양일산동구 백석동,1309-1,1309,1,효성레제스오피스텔,월세,44.87,202012,8,"2,000",60,14,2004,일산로 30
경기도 고양일산동구 백석동,1309-1,1309,1,효성레제스오피스텔,월세,44.87,202012,12,500,58,3,2004,일산로 30
경기도 고양일산동구 백석동,1309-1,1309,1,효성레제스오피스텔,전세,41.78,202012,14,"14,000",0,2,2004,일산로 30
경기도 고양일산동구 백석동,1309-1,1309,1,효성레제스오피스텔,전세,43.67,202012,19,"13,500",0,2,2004,일산로 30
경기도 고양일산동구 식사동,1586,1586,0,더파인테라스,전세,21.88,202012,4,"12,000",0,10,2020,위시티1로 6-39
경기도 고양일산동구 식사동,1586,1586,0,더파인테라스,전세,21.88,202012,9,"13,000",0,15,2020,위시티1로 6-39
경기도 고양일산동구 식사동,1586,1586,0,더파인테라스,월세,21.88,202012,27,"2,000",45,8,2020,위시티1로 6-39
경기도 고양일산동구 식사동,1586,1586,0,더파인테라스,월세,21.88,202012,27,"2,000",45,8,2020,위시티1로 6-39
경기도 고양일산동구 식사동,1587,1587,0,스타타워Ⅲ,월세,22.79,202012,29,"2,000",50,8,2020,고양대로1021번길 33
경기도 고양일산동구 장항동,853,853,0,라이저 오피스텔,월세,25.98,202012,9,500,40,9,2010,정발산로42번길 38
경기도 고양일산동구 장항동,854,854,0,신성하이네스트오피스텔,전세,37.25,202012,5,"13,500",0,10,2004,정발산로42번길 24
경기도 고양일산동구 장항동,854,854,0,신성하이네스트오피스텔,월세,34.48,202012,14,500,55,8,2004,정발산로42번길 24
경기도 고양일산동구 장항동,854,854,0,신성하이네스트오피스텔,전세,26.92,202012,24,"10,300",0,2,2004,정발산로42번길 24
경기도 고양일산동구 장항동,854,854,0,신성하이네스트오피스텔,전세,37.25,202012,31,"15,000",0,3,2004,정발산로42번길 24
경기도 고양일산동구 장항동,854-1,854,1,양우드라마시티,월세,34.3,202012,8,"3,000",35,7,2003,백마로213번길 36
경기도 고양일산동구 장항동,854-1,854,1,양우드라마시티,월세,33.97,202012,9,500,45,6,2003,백마로213번길 36
경기도 고양일산동구 장항동,854-1,854,1,양우드라마시티,전세,27.1,202012,22,"9,000",0,5,2003,백마로213번길 36
경기도 고양일산동구 장항동,730-1,730,1,양우로데오시티,전세,32.99,202012,9,"10,000",0,8,2003,고봉로 32-9
경기도 고양일산동구 장항동,730-1,730,1,양우로데오시티,월세,33.88,202012,14,500,45,5,2003,고봉로 32-9
경기도 고양일산동구 장항동,730-1,730,1,양우로데오시티,월세,32.99,202012,24,500,49,8,2003,고봉로 32-9
경기도 고양일산동구 장항동,730-1,730,1,양우로데오시티,월세,28.43,202012,30,"6,000",8,9,2003,고봉로 32-9
경기도 고양일산동구 장항동,746-1,746,1,양우로데오시티플러스,전세,35.16,202012,28,"12,000",0,7,2004,무궁화로 7-45
경기도 고양일산동구 장항동,771-1,771,1,우림로데오스위트,전세,32.59,202012,10,"10,000",0,15,2005,중앙로1275번길 38-10
경기도 고양일산동구 장항동,771-1,771,1,우림로데오스위트,월세,70.74,202012,16,"1,000",85,15,2005,중앙로1275번길 38-10
경기도 고양일산동구 장항동,776-2,776,2,우림보보카운티Ⅱ,월세,25.6,202012,5,500,40,8,2004,무궁화로 32-23
경기도 고양일산동구 장항동,746,746,0,우인아크리움빌II,전세,29.38,202012,5,"10,300",0,15,2004,무궁화로 7-63
경기도 고양일산동구 장항동,746,746,0,우인아크리움빌II,월세,33.65,202012,30,"1,000",40,9,2004,무궁화로 7-63
경기도 고양일산동구 장항동,730,730,0,우인아크리움빌Ⅰ,전세,30.1,202012,21,"9,000",0,3,2003,무궁화로 43-50
경기도 고양일산동구 장항동,730,730,0,우인아크리움빌Ⅰ,전세,30.1,202012,31,"9,000",0,11,2003,무궁화로 43-50
경기도 고양일산동구 장항동,778,778,0,일산 우림보보카운티 I,월세,23.04,202012,18,300,40,6,2003,무궁화로 40
경기도 고양일산동구 장항동,778,778,0,일산 우림보보카운티 I,월세,21.96,202012,23,300,38,2,2003,무궁화로 40
경기도 고양일산동구 장항동,778,778,0,일산 우림보보카운티 I,월세,24.12,202012,24,300,40,10,2003,무궁화로 40
경기도 고양일산동구 장항동,778,778,0,일산 우림보보카운티 I,전세,21.96,202012,29,"8,000",0,4,2003,무궁화로 40
경기도 고양일산동구 장항동,1758-1,1758,1,일산 한류월드 유보라 더 스마트,전세,114.24,202012,5,"35,000",0,35,2020,태극로 11
경기도 고양일산동구 장항동,1758-1,1758,1,일산 한류월드 유보라 더 스마트,전세,114.24,202012,7,"35,000",0,24,2020,태극로 11
경기도 고양일산동구 장항동,1758-1,1758,1,일산 한류월드 유보라 더 스마트,전세,114.24,202012,8,"32,000",0,28,2020,태극로 11
경기도 고양일산동구 장항동,1758-1,1758,1,일산 한류월드 유보라 더 스마트,전세,47.45,202012,8,"16,000",0,12,2020,태극로 11
경기도 고양일산동구 장항동,1758-1,1758,1,일산 한류월드 유보라 더 스마트,전세,114.24,202012,15,"34,500",0,21,2020,태극로 11
경기도 고양일산동구 장항동,1758-1,1758,1,일산 한류월드 유보라 더 스마트,전세,47.45,202012,17,"15,000",0,24,2020,태극로 11
경기도 고양일산동구 장항동,1758-1,1758,1,일산 한류월드 유보라 더 스마트,전세,47.45,202012,18,"15,000",0,33,2020,태극로 11
경기도 고양일산동구 장항동,869,869,0,일산방송COMPLEX,전세,135.4,202012,15,"47,000",0,6,2007,백마로 195
경기도 고양일산동구 장항동,727-2,727,2,청원레이크빌-2,월세,27.42,202012,10,"3,000",40,13,2003,중앙로 1341
경기도 고양일산동구 장항동,727-2,727,2,청원레이크빌-2,월세,27.42,202012,14,"1,000",40,12,2003,중앙로 1341
경기도 고양일산동구 장항동,744,744,0,코오롱레이크폴리스-lll(744-0),월세,41.97,202012,5,"5,000",40,6,2004,고봉로 20-32
경기도 고양일산동구 장항동,733,733,0,한강세이프빌오피스텔,월세,19.6,202012,1,"1,000",36,9,2003,무궁화로 43-15
경기도 고양일산동구 장항동,733,733,0,한강세이프빌오피스텔,월세,18.47,202012,9,"2,000",22,7,2003,무궁화로 43-15
경기도 고양일산동구 장항동,733,733,0,한강세이프빌오피스텔,월세,22.54,202012,9,"2,000",34,7,2003,무궁화로 43-15
경기도 고양일산동구 장항동,733,733,0,한강세이프빌오피스텔,월세,22.36,202012,11,"2,000",25,5,2003,무궁화로 43-15
경기도 고양일산동구 장항동,733,733,0,한강세이프빌오피스텔,전세,22.53,202012,11,"8,800",0,4,2003,무궁화로 43-15
경기도 고양일산동구 장항동,733,733,0,한강세이프빌오피스텔,월세,22.54,202012,18,500,37,8,2003,무궁화로 43-15
경기도 고양일산동구 장항동,733,733,0,한강세이프빌오피스텔,전세,19.6,202012,28,"8,800",0,8,2003,무궁화로 43-15
경기도 고양일산동구 장항동,742,742,0,한라 밀라트,전세,65.62,202012,2,"20,000",0,4,2003,무궁화로 17
경기도 고양일산동구 장항동,1782,1782,0,한류월드 시티프라디움 레이크,전세,84.87,202012,11,"26,000",0,16,2018,연리지로 60
경기도 고양일산동구 장항동,1782,1782,0,한류월드 시티프라디움 레이크,전세,85,202012,16,"35,000",0,13,2018,연리지로 60
경기도 고양일산동구 장항동,1782,1782,0,한류월드 시티프라디움 레이크,전세,84.87,202012,18,"24,150",0,5,2018,연리지로 60
경기도 고양일산동구 장항동,1782,1782,0,한류월드 시티프라디움 레이크,전세,84.87,202012,19,"45,000",0,21,2018,연리지로 60
경기도 고양일산동구 장항동,1782,1782,0,한류월드 시티프라디움 레이크,전세,84.87,202012,21,"50,000",0,22,2018,연리지로 60
경기도 고양일산동구 장항동,852-1,852,1,한솔프레미낭,전세,29.3,202012,4,"9,000",0,4,2004,백마로213번길 12
